filename,county,relevant_date,date,year,document_type_clean,primary_topic_clean,secondary_topics_clean,ideology,is_progressive,is_traditional,ideology_score,ideological_orientation_clean,confidence_level_clean,progressive_indicators_clean,traditional_indicators_clean,extensive_margin_impact_clean,extensive_margin_direction_clean,extensive_lenient,extensive_punitive,intensive_margin_impact_clean,intensive_margin_direction_clean,intensive_lenient,intensive_punitive,supports_diversion_clean,supports_alternatives_clean,position_on_enhancements_clean,position_on_three_strikes_clean,position_on_bail_clean,position_on_juvenile_transfer_clean,racial_justice_emphasis_clean,da_administration_clean,office_wide_policy_clean,policy_change_clean,mandates_vs_guidance_clean,summary,key_quotes
2018.11.06_Ventura County_CHP-DRE Field Certification.pdf,Ventura County,11/06/2018,2018-11-06,2018.0,training_material,administrative,['case_law_update'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is a standard California MCLE attendance record for a CHP Drug Recognition Expert field certification training held by the Ventura County District Attorney's Office on November 6, 2018. The training included instruction on restitution by Danali Ibarra-Cortez and provided 5.5 continuing education credit hours. The document contains no substantive policy content or ideological indicators, serving purely as an administrative record of professional development training attendance.","['CHP: DRE Field Certification - Title of Activity', ""Danali Ibarra-Cortez / Restitution - Instructor's Name and Subject Taught"", 'TOTAL ELIGIBLE CALIFORNIA MCLE CREDIT HOURS 5.50']"
2018.11.07_Ventura County_DUI Drugs.pdf,Ventura County,11/07/2018,2018-11-07,2018.0,training_material,case_law_update,['administrative'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document consists entirely of blank California MCLE (Mandatory Continuing Legal Education) certificate forms for a 2-hour training session on DUI drugs conducted by the Ventura County District Attorney's Office on November 7, 2018. The document contains no substantive policy content, prosecutorial guidance, or ideological indicators. It serves purely as administrative documentation for attorney continuing education requirements and provides no insight into prosecutorial practices or policy orientations.","['Title of Activity: DUI Drugs - This indicates the training focused on drug-related DUI prosecutions, but provides no policy context.', ""Provider Name: Ventura County District Attorney's Office - Shows this was internal DA office training, but reveals no ideological orientation."", 'Total California MCLE Credit Hours for the above activity: 2.00 - Demonstrates this was a standard continuing education requirement with no policy implications.']"
2018.11.07_Ventura County_Use of Force Training.pdf,Ventura County,11/07/2018,2018-11-07,2018.0,training_material,administrative,['case_law_update'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document consists entirely of California MCLE (Mandatory Continuing Legal Education) forms for a 'Use of Force Training' conducted by the Ventura County District Attorney's Office on November 7, 2018. The materials include attendance records, certificates of completion, and evaluation forms, with the only substantive legal content being a mention of 'Restitution' instruction. The document contains no policy guidance, ideological indicators, or substantive prosecutorial positions, serving purely as administrative training documentation. It provides no insight into the office's prosecutorial philosophy or approach to criminal justice policy.","['Title of Activity: Use of Force Training - This indicates the subject matter of the training but provides no substantive policy content (administrative)', 'Danali Ibarra-Cortez / Restitution - The only substantive legal topic mentioned in the instructor evaluation section (intensive margin)', 'TOTAL ELIGIBLE CALIFORNIA MCLE CREDIT HOURS: 4.00 - Demonstrates this is continuing education documentation rather than policy guidance (administrative)']"
2018.11.08_Ventura County_Witness Prep.pdf,Ventura County,11/08/2018,2018-11-08,2018.0,training_material,administrative,['case_law_update'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document consists entirely of California MCLE (Mandatory Continuing Legal Education) certificate and attendance forms for a 1.5-hour witness preparation training conducted by the Ventura County District Attorney's Office on November 8, 2018. The document contains no substantive policy content, ideological indicators, or guidance on prosecutorial practices. It serves purely as an administrative record for attorneys to claim continuing education credits and has no implications for prosecutorial policy or ideology.","['Title of Activity: Witness Prep - This indicates the training topic but provides no substantive policy content', 'Total California MCLE Credit Hours for the above activity: 1.50 - Shows this was a brief training session', 'REMINDER TO PROVIDER: Keep this record of attendance for 4 years after the date of completion of this activity - Standard administrative instruction']"
2018.12.04_Ventura County_Certifcate of Attendance DNA Probabilistic Genotyping.pdf,Ventura County,12/04/2018,2018-12-04,2018.0,training_material,administrative,['case_law_update'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document consists entirely of blank California MCLE (Mandatory Continuing Legal Education) forms related to a DNA probabilistic genotyping training session. The forms include certificates of attendance, official records, and evaluation templates but contain no substantive policy content or ideological positions. The document serves purely administrative purposes for tracking continuing education compliance and provides no insight into prosecutorial policies or practices.","['By signing below, I certify that I participated in all, or some*, of the activity described above and am therefore entitled to claim the following California MCLE credit hours', 'Did this program meet your educational objectives?', 'REMINDER TO PROVIDER: Keep this record of attendance for 4 years after the date of completion of this activity']"
2018.12.31_Ventura County_Domestic Violence Essentials Training.pdf,Ventura County,12/31/2018,2018-12-31,2018.0,training_material,case_law_update,"['victim_services', 'charging_decisions', 'sentencing']",leans_traditional,0,1,-1.0,leans_traditional,medium,['Acknowledges that judges cannot jail DV victims for refusing to testify'],"['Emphasis on enhancement allegations and priorable offenses', 'Detailed strategies for prosecuting uncooperative victims', 'Focus on securing convictions through forfeiture by wrongdoing', 'Guidance on pursuing maximum sentences under enhancement statutes', 'Strong victim-centered approach without mention of defendant rights or alternatives']",low_impact,neutral,0,0,moderate_impact,more_punitive,0,1,not_addressed,not_addressed,maximize,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,unclear,strong_guidance,"This is a comprehensive training document for prosecutors handling domestic violence cases, focusing on stalking, child abuse, and corporal injury charges. The document provides detailed legal guidance on case law, evidence rules, and prosecution strategies, with particular emphasis on enhancement allegations and techniques for prosecuting cases with uncooperative victims. While primarily technical in nature, it reflects a traditional prosecutorial approach prioritizing conviction rates and sentence maximization over alternative approaches to domestic violence cases.","[{'quote': 'Priorable: PC 273.5(f)(1) –Prior PC 273.5, 243(d), 243.4, 244, 244.5 or 245 misdemeanor or felony within 7 years • Changes the triad to 2-4-5', 'margin_type': 'intensive', 'significance': 'Shows emphasis on using enhancement statutes to increase sentences'}, {'quote': 'Judge cannot jail a DV victim for refusing to testify but can fine them or refer them for consultation with a DV counselor', 'margin_type': 'intensive', 'significance': 'Demonstrates victim-centered approach while acknowledging legal limitations'}, {'quote': 'Where a defendant engages in wrongdoing that was intended to, and did procure the unavailability of a witness, the right to confrontation is forfeited', 'margin_type': 'intensive', 'significance': 'Shows aggressive approach to overcoming defense challenges and securing convictions'}]"
2018.12.31_Ventura County_Uncooperative Witness Training Presentation.pdf,Ventura County,12/31/2018,2018-12-31,2018.0,training_material,case_law_update,"['discovery', 'victim_services']",leans_traditional,0,1,-1.0,leans_traditional,medium,[],"['Aggressive impeachment tactics', ""Emphasis on 'winning' cases"", 'Strategies to overcome witness reluctance through legal pressure', 'Focus on securing convictions rather than witness welfare', 'Use of forfeiture by wrongdoing to admit evidence']",low_impact,not_applicable,0,0,moderate_impact,more_punitive,0,1,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,unclear,strong_guidance,"This training document provides detailed legal and tactical guidance for prosecutors dealing with uncooperative witnesses, focusing on evidence code procedures for refreshing recollection, past recollection recorded, and impeachment strategies. The material emphasizes aggressive prosecution tactics aimed at securing convictions, including methods to compel reluctant witness testimony and overcome witness evasion through legal procedures. While technically neutral legal training, the document's framing around 'winning' cases and maximizing impeachment opportunities reflects a traditional, conviction-oriented prosecutorial approach rather than one emphasizing witness welfare or alternative justice approaches.","[{'quote': 'If you know you have a squirrely witness before the trial start consider requesting a 405 hearing to determine if their lack of recollection is a ploy or genuine', 'margin_type': 'intensive', 'significance': 'Shows aggressive approach to challenging witness credibility'}, {'quote': ""If W -ask your original question: consistent story, you win, move on. If W equivocates, 'Was the statement you just read accurate?' If yes, you win, move on."", 'margin_type': 'intensive', 'significance': ""Emphasizes 'winning' as primary goal in witness examination""}, {'quote': ""Don't save any ammunition –you may not get another chance to use it! Be prepared with any extrinsic evidence you would plan to use for impeachment"", 'margin_type': 'intensive', 'significance': 'Advocates for maximum aggressive tactics in witness impeachment'}]"
2019.01.01_Ventura County_1170.95 Handouts.pdf,Ventura County,01/01/2019,2019-01-01,2019.0,training_material,case_law_update,"['sentencing', 'charging_decisions']",neutral,0,0,0.0,neutral,high,"['provides relief mechanism for over-incarcerated defendants', 'restricts broad felony murder liability', 'places burden on prosecution to justify continued incarceration']","['maintains murder liability for actual killers and those with intent to kill', 'preserves major participant with reckless indifference standard', 'includes constitutional arguments against the reform']",high_impact,more_lenient,1,0,high_impact,more_lenient,1,0,not_addressed,unclear,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,clearly_new_policy,informational,"This training document educates Ventura County prosecutors about SB 1437, which significantly reformed California's felony murder law effective January 1, 2019. The document explains the new restrictive requirements for felony murder charges, the petition process for resentencing existing cases, and potential constitutional challenges. While the underlying law represents criminal justice reform, the training maintains a neutral instructional tone focused on legal compliance rather than policy advocacy.","[{'quote': 'A participant in a felony can only be found guilty of murder if: a) The person was the actual killer b) The person with the intent to kill, aided, abetted, counseled, commanded, induced, requested or assisted the actual killer in the commission of murder in the first degree c) The person was a major participant and acted with reckless indifference to human life', 'margin_type': 'extensive_margin', 'significance': 'Defines the new restrictive standards for who can be charged with felony murder'}, {'quote': 'At the hearing to determine whether the petitioner is entitled to relief, the burden of proof shall be on the prosecution to prove, beyond a reasonable doubt, that the petitioner is ineligible for resentencing', 'margin_type': 'intensive_margin', 'significance': 'Places burden on prosecution to justify continued incarceration for existing cases'}, {'quote': ""The legislature's enactment of SB 1437 is an unconstitutional amendment to Both Propositions... Unless a voter initiative contains language to allow amendment by the Legislature, it may only be altered by vote of the electorate"", 'margin_type': 'both_margins', 'significance': 'Presents constitutional challenge arguments that prosecutors might raise against the reform'}]"
2019.01.02_Ventura County_CDAA Voir Dire Training.pdf,Ventura County,01/02/2019,2019-01-02,2019.0,training_material,case_law_update,"['victim_services', 'administrative']",leans_traditional,0,1,-1.0,leans_traditional,medium,"['acknowledgment of victim complexity', 'sensitivity to private questioning for jurors']","['emphasis on conviction-oriented jury selection', 'prosecution despite victim non-cooperation', 'focus on excluding potentially defense-favorable jurors', 'strategic approach to overcome defense advantages']",low_impact,neutral,0,0,moderate_impact,more_punitive,0,1,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,low,not_mentioned,yes,unclear,strong_guidance,"This document is a training presentation on voir dire techniques for domestic violence cases, focusing on jury selection strategies to maximize prosecution success. It provides detailed guidance on identifying and questioning potential jurors about domestic violence experiences, with emphasis on excluding those who might be sympathetic to defendants or critical of prosecution approaches. The training reflects a traditional prosecutorial approach that prioritizes securing convictions, including in cases where victims are uncooperative, through strategic jury selection rather than exploring alternative resolutions.","[{'quote': 'Do you think Domestic Violence cases should be prosecuted even if the victim does not want it prosecuted?', 'margin_type': 'intensive_margin', 'significance': 'Demonstrates commitment to prosecution regardless of victim cooperation'}, {'quote': ""JURORS TO AVOID: Batterers, Former Victims - Can be very critical, I got out, why can't she? My situation was worse."", 'margin_type': 'intensive_margin', 'significance': 'Shows strategic approach to exclude jurors who might be sympathetic to defendants or critical of prosecution'}, {'quote': 'On the lookout for stealth jurors... Develop a profile... Strong positions on issues', 'margin_type': 'intensive_margin', 'significance': 'Emphasizes conviction-oriented jury selection strategy'}]"
2019.01.02_Ventura County_Voir Dire in Domestic Violence Cases.pdf,Ventura County,01/02/2019,2019-01-02,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) certificate of attendance form. While the filename suggests it relates to domestic violence voir dire training, the actual document contains no substantive policy content or training materials. It is purely an administrative template for attorneys to claim continuing education credits, including potential credits for bias elimination training.","['This Activity qualifies for: Participatory Self-Study', 'Recognition and Elimination of Bias: __________', 'By signing below, I certify that I participated in all, or some*, of the activity described above']"
2019.01.04_Ventura County_Certificate of Attendance Felony Basics Training.pdf,Ventura County,01/04/2019,2019-01-04,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) certificate of attendance form template. It contains only administrative fields for documenting legal education participation and credit hours, with no substantive prosecutorial policy content. The document serves purely administrative purposes for tracking continuing education compliance and provides no insight into prosecutorial ideology or policy positions.",['This document contains no substantive quotes relevant to prosecutorial policy or ideology - it consists entirely of blank form fields for MCLE documentation.']
2019.01.04_Ventura County_Domestic Violence Filing Criteria.docx,Ventura County,01/04/2019,2019-01-04,2019.0,training_material,charging_decisions,"['case_guidance', 'victim_services', 'bail']",clearly_traditional,0,1,-2.0,clearly_traditional,high,[],"['Emphasis on prosecuting cases without victim cooperation', 'Using propensity evidence from prior arrests/convictions', 'Standard punitive sentencing terms', 'Focus on public safety and preventing future violence', 'Detailed documentation to justify prosecution decisions', 'Emphasis on not declining prosecution in close cases']",high_impact,more_punitive,0,1,moderate_impact,more_punitive,0,1,not_addressed,no,selective,not_addressed,moderate,not_addressed,not_addressed,not_mentioned,yes,unclear,mandatory,"This document provides comprehensive training guidance for prosecutors handling domestic violence cases in Ventura County, emphasizing aggressive prosecution strategies that proceed without victim cooperation. The policy reflects a traditional tough-on-crime approach that prioritizes public safety concerns over victim autonomy, instructing prosecutors to assume victim non-cooperation and build cases accordingly. The extensive focus on documentation requirements and justification for any case declinations suggests institutional pressure to prosecute rather than decline cases, with particular emphasis on using defendant criminal history and any available corroborating evidence to support charges.","[{'quote': 'If you need the victim to be 100% cooperative and present at trial to prove the case BRD, you should probably reject charges. We assume in DV that the victim will be uncooperative, and we prove the case regardless.', 'margin_type': 'extensive_margin', 'significance': 'Shows aggressive prosecution stance regardless of victim wishes'}, {'quote': 'Also, if the person is consistently picking up similar DV arrests, that can be impetus to file a close case.', 'margin_type': 'extensive_margin', 'significance': 'Demonstrates bias toward prosecution based on arrest patterns'}, {'quote': ""In the unfortunate event that the defendant seriously hurts or kills this victim in the future, our office and the news media will go back through all that person's prior DV cases to see why one of the defendant's cases was dismissed/rejected"", 'margin_type': 'extensive_margin', 'significance': 'Shows institutional pressure to prosecute rather than decline cases'}]"
2019.01.04_Ventura County_Felony Basics Training.pdf,Ventura County,02/12/2019,2019-02-12,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) attendance record form used for tracking legal education credits. It contains only administrative fields for recording provider information, activity details, and attendee signatures. The document provides no substantive policy content or guidance related to prosecutorial practices and serves purely as a record-keeping template for compliance with continuing education requirements.","['REMINDER TO PROVIDER: Keep this record of attendance for 4 years after the date of completion of this activity. (administrative - neither extensive nor intensive margin)', 'TOTAL ELIGIBLE CALIFORNIA MCLE CREDIT HOURS: (administrative - neither extensive nor intensive margin)', 'Questions: Email providers@calbar.ca.gov. (administrative - neither extensive nor intensive margin)']"
2019.01.04_Ventura County_Record of Attendance Felony Basics Training.pdf,Ventura County,01/04/2019,2019-01-04,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) attendance record form with standard fields for recording training activities. It contains no substantive prosecutorial policy content, guidance, or ideological indicators. The document serves purely administrative purposes for tracking continuing education compliance and provides no insight into the Ventura County prosecutor's office policies or orientation.",['This document contains only form fields and administrative instructions with no substantive quotes relevant to prosecutorial policy or ideology.']
2019.01.07_Ventura County_Certificate of Attendance Dealing with Difficult Victims.pdf,Ventura County,01/07/2019,2019-01-07,2019.0,training_material,victim_services,['administrative'],unclear,0,0,,unclear,low,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is a blank MCLE certificate template for continuing legal education compliance. While the filename suggests it relates to victim services training on 'dealing with difficult victims,' the actual document contains no substantive policy content or training materials. The form includes standard fields for bias elimination and legal ethics credits, but provides no insight into prosecutorial ideology or policy positions.","['CERTIFICATE OF ATTENDANCE FOR CALIFORNIA MCLE - This is purely administrative text with no policy content', 'Recognition and Elimination of Bias - This field suggests the training may have covered bias topics, but no substantive content is provided', 'By signing below, I certify that I participated in all, or some*, of the activity described above - Standard administrative certification language']"
2019.01.07_Ventura County_Record of Attendance Dealing with Difficult Victims.pdf,Ventura County,01/07/2019,2019-01-07,2019.0,training_material,victim_services,['administrative'],unclear,0,0,,unclear,low,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) attendance form template used to track participation in legal training activities. While the filename suggests it relates to training on dealing with difficult victims, the actual document contains no substantive content about prosecutorial policies or practices. The form serves purely administrative purposes for documenting continuing education compliance and provides no insight into prosecutorial ideology or policy orientation.","['REMINDER TO PROVIDER: Keep this record of attendance for 4 years after the date of completion of this activity. (administrative - neither extensive nor intensive margin)', 'TOTAL ELIGIBLE CALIFORNIA MCLE CREDIT HOURS: (administrative - neither extensive nor intensive margin)']"
2019.01.08_Ventura County_Certifcate of Attendance Case Filing.pdf,Ventura County,01/08/2019,2019-01-08,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) certificate of attendance form used by attorneys to document participation in continuing education activities. The form includes fields for various types of legal education credit including ethics, bias elimination, and competence issues, but contains no substantive policy content or prosecutorial guidance. It appears to be a standard administrative form rather than a policy document reflecting prosecutorial ideology or decision-making frameworks.","[""CERTIFICATE OF ATTENDANCE FOR CALIFORNIA MCLE - This indicates the document's administrative purpose for legal education compliance"", 'Recognition and Elimination of Bias - This field suggests potential training topics that could relate to prosecutorial reform, though no specific content is provided', 'Legal Ethics - Another potential training category that could relate to prosecutorial conduct, but again no substantive content is present']"
2019.01.08_Ventura County_Record of Attendance Case Filing.pdf,Ventura County,01/08/2019,2019-01-08,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California Mandatory Continuing Legal Education (MCLE) attendance record form used to track attorney participation in continuing education activities. The form is purely administrative and contains no prosecutorial policy content, ideological indicators, or guidance on criminal justice practices. It appears to be a standard template form rather than a policy document from the Ventura County District Attorney's office.","[{'quote': 'OFFICIAL RECORD OF ATTENDANCE FOR CALIFORNIA MCLE', 'relevance': 'Identifies document as administrative MCLE compliance form', 'margin_type': 'not_applicable'}, {'quote': 'REMINDER TO PROVIDER: Keep this record of attendance for 4 years after the date of completion of this activity', 'relevance': 'Shows administrative/record-keeping purpose', 'margin_type': 'not_applicable'}]"
2019.01.08_Ventura Couny_Domestic Violence Filing Criteria.docx,Ventura County,01/08/2019,2019-01-08,2019.0,training_material,charging_decisions,"['case_guidance', 'victim_services', 'bail']",clearly_traditional,0,1,-2.0,clearly_traditional,high,[],"['Emphasis on prosecution despite victim non-cooperation', 'Using criminal history as basis for filing marginal cases', 'Focus on public safety and preventing future violence', 'Standard punitive sentencing terms', 'Emphasis on arguing against OR release', 'Detailed documentation to protect office from criticism']",high_impact,more_punitive,0,1,moderate_impact,more_punitive,0,1,not_addressed,no,maximize,not_addressed,high_bail,not_addressed,not_addressed,Totten,yes,unclear,mandatory,"This training document provides detailed guidance for prosecutors on filing domestic violence cases in Ventura County, emphasizing aggressive prosecution even in marginal cases and despite victim non-cooperation. The policy reflects a traditional, public safety-focused approach that uses defendants' criminal history to justify filing close cases and assumes victims will be uncooperative at trial. The document prioritizes protecting the office from future criticism by maintaining detailed records and errs on the side of prosecution rather than declination in domestic violence matters.","[{'quote': 'We assume in DV that the victim will be uncooperative, and we prove the case regardless.', 'margin_type': 'extensive_margin', 'significance': 'Shows commitment to prosecution despite victim preferences'}, {'quote': 'If a person is consistently picking up similar DV arrests, that can be impetus to file a close case.', 'margin_type': 'extensive_margin', 'significance': 'Demonstrates use of criminal history to justify filing marginal cases'}, {'quote': ""In the unfortunate event that the defendant seriously hurts or kills this victim in the future, our office and the news media will go back through all that person's prior DV cases to see why one of the defendant's cases was dismissed/rejected"", 'margin_type': 'extensive_margin', 'significance': 'Reveals public safety rationale and defensive posture driving charging decisions'}]"
2019.01.10_Ventura County_Certificate of Attendance Domestic Violence Basics.pdf,Ventura County,01/10/2019,2019-01-10,2019.0,training_material,administrative,['victim_services'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is a blank California MCLE certificate of attendance form with no substantive content. While the filename suggests it relates to domestic violence training for prosecutors, the document itself contains only standard administrative fields for tracking continuing legal education credits. The form provides no policy guidance, ideological framing, or prosecutorial direction regarding domestic violence cases or any other substantive legal matters.","['CERTIFICATE OF ATTENDANCE FOR CALIFORNIA MCLE - This is purely administrative documentation for continuing education requirements', 'Title of Activity: [blank field] - The form provides no specific content about the domestic violence training referenced in the filename', 'By signing below, I certify that I participated in all, or some*, of the activity described above - Standard certification language with no policy implications']"
2019.01.11_Ventura County_Certificate of Attendance Dealing with Recanting Witnesses.pdf,Ventura County,01/11/2019,2019-01-11,2019.0,training_material,administrative,['case_law_update'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) certificate of attendance form used for tracking attorney continuing education credits. The form includes sections for provider information, activity details, and attorney certification of participation. It has no substantive prosecutorial policy content and serves purely administrative purposes for legal education compliance requirements.","['By signing below, I certify that I participated in all, or some*, of the activity described above and am therefore entitled to claim the following California MCLE credit hours', 'This Activity qualifies for: Participatory Self-Study', 'You may not claim credit for the subfields above unless the provider is granting credit in those areas above']"
2019.01.11_Ventura County_Evaluation Form Dealing with Recanting Witnesses.pdf,Ventura County,01/11/2019,2019-01-11,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California MCLE activity evaluation form dated January 11, 2019, from Ventura County. The form is designed to collect participant feedback on continuing legal education programs, including ratings of instructors and course content. It contains no prosecutorial policy content or ideological indicators, serving purely as an administrative tool for educational program assessment. The document provides no insight into prosecutorial practices or office policies.","['Did this program meet your educational objectives?', 'Did the course update or keep you informed of your legal responsibilities?', 'Did the activity contain significant professional content?']"
2019.01.28_Ventura County_Certifcate of Attendance How to Make an Appealing Record.pdf,Ventura County,01/28/2019,2019-01-28,2019.0,other,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank Certificate of Attendance form for California Mandatory Continuing Legal Education (MCLE) credit tracking. It contains standard administrative fields for recording training participation and credit hours, including subcategories for Legal Ethics, Recognition and Elimination of Bias, and Competence Issues. The document has no substantive policy content and provides no insight into prosecutorial ideology, charging decisions, or case handling approaches. It serves purely as a bureaucratic tool for legal education compliance tracking.",['This document contains no substantive quotes relevant to prosecutorial ideology or policy positions - it is purely a blank administrative form.']
2019.01.28_Ventura County_Certificate of Attendance How to Make an Appealing Record.pdf,Ventura County,01/28/2019,2019-01-28,2019.0,training_material,administrative,['case_law_update'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,informational,"This document is a blank California MCLE (Mandatory Continuing Legal Education) attendance certificate form used to record participation in continuing education activities. The form contains only administrative fields for recording provider information, activity details, credit hours, and attendee information. It provides no substantive content about prosecutorial policies, ideology, or case handling approaches, serving purely as a documentation template for professional education requirements.","['REMINDER TO PROVIDER: Keep this record of attendance for 4 years after the date of completion of this activity. (administrative - neither extensive nor intensive margin)', 'TOTAL ELIGIBLE CALIFORNIA MCLE CREDIT HOURS: Legal Ethics, Elimination of Bias in the Legal Profession, Competence Issues (administrative - neither extensive nor intensive margin)']"
2019.01.28_Ventura County_Making a Record for Appeal.docx,Ventura County,01/28/2019,2019-01-28,2019.0,training_material,case_law_update,"['administrative', 'discovery']",leans_traditional,0,1,-1.0,leans_traditional,medium,[],"['emphasis on aggressive appellate advocacy', 'instruction to not dismiss cases', 'focus on preserving prosecutorial victories']",low_impact,neutral,0,0,moderate_impact,more_punitive,0,1,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,unclear,strong_guidance,"This document is a technical training material on appellate procedures for prosecutors in Ventura County, covering what can be appealed, standards of review, and the appellate process. While primarily procedural, it emphasizes aggressive appellate advocacy with explicit instructions not to dismiss cases and to thoroughly preserve the record for appeal. The document reflects a traditional prosecutorial approach focused on maximizing convictions through vigorous appellate practice, though its technical nature limits clear ideological indicators.","[{'quote': 'Do NOT dismiss', 'margin_type': 'intensive_margin', 'relevance': 'Shows commitment to pursuing cases aggressively rather than seeking dismissals'}, {'quote': 'Make Your Record Any / All arguments made orally and/or in pleadings', 'margin_type': 'intensive_margin', 'relevance': 'Emphasizes thorough preparation for appellate advocacy to preserve prosecutorial positions'}, {'quote': 'Discuss case with supervisor Discuss with Writs & Appeals', 'margin_type': 'intensive_margin', 'relevance': 'Shows systematic approach to maximizing appellate success through coordination and oversight'}]"
